Local time in Cape Town (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.07.2017 20:00,10.4,767.1,771.3,-0.1,72,Wind blowing from the north-west,4,9,,no clouds, ,,,,15.6,,,,,,30,5.6,,,,,,
17.07.2017 17:00,13.3,767.2,771.4,-0.9,55,Wind blowing from the west-northwest,6,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,4.3,,,,,,
17.07.2017 14:00,14.6,768.1,772.6,,50,Wind blowing from the north-west,6,8,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,4.1,,,,,,
17.07.2017 08:00,7.2,769.8,774.1,,70,Wind blowing from the north-northeast,4,6,,70 – 80%., ,,,5.6,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",30,2.1,0.2,24,,,,
17.07.2017 02:00,6.2,770.6,775,,78,Wind blowing from the north-east,4,5,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,2.6,0.2,18,,,,
16.07.2017 20:00,9.5,770.3,774.6,0.8,61,variable wind direction,1,2,,70 – 80%.,State of sky on the whole unchanged. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Shower(s).,,13.4,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,2.2,0.2,12,,,,
16.07.2017 17:00,11.4,769.5,773.7,1,57,Wind blowing from the south,4,6,,60%.,State of sky on the whole unchanged. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Shower(s).,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,3.1,,,,,,
16.07.2017 14:00,12.9,768.5,772.7,0.3,45,Wind blowing from the south-southeast,5,7,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,1.2,0.2,6,,,,
16.07.2017 11:00,11,768.2,772.4,2.1,58,Wind blowing from the south-southwest,5,6,,40%., ,,,7.2,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,2.9,,,,,,
16.07.2017 08:00,8.1,766.1,770.4,2.4,70,Wind blowing from the south,4,6,,60%.,Shower(s) of rain. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,7.5,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,2.8,17,24,,,,
16.07.2017 05:00,8.9,763.7,767.9,1.8,73,Wind blowing from the south,6,7,,50%.,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,4.2,,,,,,
16.07.2017 02:00,9,761.9,766.1,1.8,79,Wind blowing from the south,6,10,,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Rain.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,,,9,5.6,16,18,,,,
15.07.2017 23:00,10,760.1,764.3,2.8,86,Wind blowing from the south,5,7,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,300-600,,,6,7.7,,,,,,
15.07.2017 20:00,11.5,757.3,761.5,0.6,89,Wind blowing from the north-northwest,7,12,,"90  or more, but not 100%","Rain, not freezing, intermittent, moderate at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,15.6,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",100-200,,,4.8,9.7,6,12,,,,
15.07.2017 17:00,14.4,756.7,760.9,-1.1,63,Wind blowing from the north-northwest,6,11,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,,,20,7.5,,,,,,
15.07.2017 14:00,14,757.8,761.9,-0.8,67,Wind blowing from the north-west,7,17,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20,8,0.2,6,,,,
15.07.2017 11:00,13.6,758.6,762.7,0.4,76,Wind blowing from the north-northwest,8,11,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,20,9.5,,,,,,
15.07.2017 08:00,9.7,758.2,762.4,0.2,90,Wind blowing from the north,5,6,,100%.,Drizzle (not freezing) or snow grains not falling as shower(s). ,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,6.7,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,200-300,,,9,8.2,0.2,24,,,,
15.07.2017 05:00,7.5,758,762.2,0.2,92,Wind blowing from the north-east,5,9,,70 – 80%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,6.2,,,,,,
15.07.2017 02:00,9.2,757.8,761.9,0.1,90,Wind blowing from the north-west,2,2,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,7.6,,,,,,
14.07.2017 23:00,11.5,757.7,761.9,0.5,84,Wind blowing from the south-west,4,4,,no clouds, ,,,,,,,,,,40,8.9,,,,,,
14.07.2017 20:00,12.1,757.2,761.3,,82,Wind blowing from the south-west,4,6,,no clouds, ,,,,17.3,,,,,,40,9,,,,,,
14.07.2017 14:00,16.7,756.5,760.6,-2,41,Wind blowing from the south,4,5,,no clouds, ,,,,,,,,,,40,3.2,,,,,,
14.07.2017 11:00,13.8,758.5,762.7,0,56,Wind blowing from the south,4,6,,no clouds, ,,,,,,,,,,20,5.2,,,,,,
14.07.2017 08:00,4.3,758.5,762.8,-0.7,85,variable wind direction,1,2,,no clouds, ,,,3.8,,,,,,,40,2,,,,,,
14.07.2017 05:00,4.6,759.2,763.5,-1.5,88,variable wind direction,1,2,,no clouds, ,,,,,,,,,,30,2.7,,,,,,
14.07.2017 02:00,9.3,760.7,764.9,-1.4,72,Wind blowing from the south,4,6,,no clouds, ,,,,,,,,,,30,4.4,,,,,,
13.07.2017 23:00,11.2,762.1,766.3,-0.6,70,Wind blowing from the south,6,7,,no clouds, ,,,,15.6,,,,,,30,5.9,,,,,,
13.07.2017 20:00,12.4,762.7,766.9,-0.6,69,Wind blowing from the south,7,10,,no clouds, ,,,,15.6,,,,,,30,6.9,,,,,,
13.07.2017 17:00,13.7,763.3,767.5,-1.5,62,Wind blowing from the south,8,10,,no clouds, ,,,,,,,,,,30,6.4,,,,,,
13.07.2017 14:00,14.8,764.8,768.9,-1.2,58,Wind blowing from the south,10,11,,no clouds, ,,,,,,,,,,30,6.6,,,,,,
13.07.2017 11:00,14.1,766,770.2,0.9,63,Wind blowing from the south-southeast,4,10,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,7,,,,,,
13.07.2017 08:00,11.4,765.1,769.3,0.6,79,Wind blowing from the south,6,7,,"10%  or less, but not 0", ,,,9,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,7.8,,,,,,
13.07.2017 05:00,10.9,764.5,768.7,-0.5,83,Wind blowing from the south,4,5,,no clouds, ,,,,,,,,,,20,8.1,,,,,,
13.07.2017 02:00,9,765,769.3,0.2,79,Wind blowing from the south-southeast,4,5,,no clouds, ,,,,,,,,,,20,5.6,,,,,,
12.07.2017 23:00,12.1,764.8,769,1.4,69,Wind blowing from the south-southeast,6,8,,no clouds, ,,,,,,,,,,20,6.6,,,,,,
12.07.2017 20:00,13.5,763.4,767.6,1,65,Wind blowing from the south-southeast,8,,,no clouds, ,,,,17.7,,,,,,30,6.9,,,,,,
12.07.2017 17:00,17.3,762.4,766.6,0,43,Wind blowing from the south,6,8,,no clouds, ,,,,,,,,,,30,4.5,,,,,,
12.07.2017 14:00,17.3,762.4,766.6,,43,Wind blowing from the south,6,8,,no clouds, ,,,,,,,,,,30,4.5,,,,,,
12.07.2017 08:00,4.9,763,767.2,0,76,Wind blowing from the south-southeast,3,,,no clouds, ,,,-0.1,,,,,,,20,1,,,,,,
12.07.2017 05:00,0.8,763,767.4,-0.5,89,Wind blowing from the north-east,2,,,no clouds, ,,,,,,,,,,20,-0.8,,,,,,
12.07.2017 02:00,2.8,763.5,767.8,-1,89,Wind blowing from the north-northwest,2,2,,no clouds, ,,,,,,,,,,20,1.1,,,,,,
11.07.2017 23:00,11.2,764.5,768.7,-0.2,60,Wind blowing from the south,7,,,no clouds, ,,,,15.9,,,,,,30,3.7,,,,,,
11.07.2017 20:00,11.1,764.7,768.9,0.2,62,Wind blowing from the south-southeast,6,8,,no clouds, ,,,,15.9,,,,,,40,4,,,,,,
11.07.2017 17:00,14.3,764.5,768.6,-0.6,51,Wind blowing from the south-southeast,7,9,,no clouds, ,,,,,,,,,,40,4.1,,,,,,
11.07.2017 14:00,15.7,765.1,769.3,-1.1,42,Wind blowing from the south-east,9,12,,no clouds, ,,,,,,,,,,40,2.8,,,,,,
11.07.2017 11:00,13.8,766.2,770.4,0.8,52,Wind blowing from the south-east,8,11,,"10%  or less, but not 0", ,,,7.4,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,4,,,,,,
11.07.2017 08:00,8.2,765.4,769.6,0.9,67,Wind blowing from the south-east,4,7,,20–30%., ,,,4.2,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,2.3,,,,,,
11.07.2017 05:00,4.9,764.5,768.7,0.2,78,Wind blowing from the south-southeast,4,,,no clouds, ,,,,,,,,,,30,1.3,,,,,,
11.07.2017 02:00,6.7,764.3,768.8,0,80,Wind blowing from the south-east,3,3,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,3.4,,,,,,
10.07.2017 23:00,7.7,764.3,768.8,-0.1,83,Wind blowing from the east,3,,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,5,,,,,,
10.07.2017 20:00,10.2,764.4,768.6,0.8,75,Wind blowing from the south-southeast,5,6,,"10%  or less, but not 0", ,,,,14,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,5.9,,,,,,
10.07.2017 17:00,12.1,763.6,767.8,-0.5,69,Wind blowing from the south,7,8,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,6.5,,,,,,
10.07.2017 14:00,13.7,764.1,768.3,-1.7,56,Wind blowing from the south,5,8,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",50,5.1,,,,,,
10.07.2017 11:00,12,765.8,770,0.8,60,Wind blowing from the east-southeast,2,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,4.5,,,,,,
10.07.2017 08:00,4.9,765,769.3,0.5,91,variable wind direction,1,3,,60%., ,,,2.4,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,3.6,4,24,,,,
10.07.2017 05:00,4.7,764.5,768.7,-0.3,90,variable wind direction,1,2,,no clouds, ,,,,,,,,,,40,3.2,,,,,,
10.07.2017 02:00,6.7,764.8,769,0.3,88,Wind blowing from the north,2,3,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,4.8,4,18,,,,
09.07.2017 23:00,5.9,764.5,768.8,1.3,90,Wind blowing from the north-east,3,4,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,4.4,,,,,,
09.07.2017 20:00,7.8,763.2,767.5,1.1,83,variable wind direction,2,2,,20–30%., ,,,,12.2,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,5,4,12,,,,
09.07.2017 17:00,11.5,762.1,766.3,1.3,59,Wind blowing from the south-southwest,3,3,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,3.7,,,,,,
09.07.2017 14:00,11.2,760.8,765,0.2,77,Wind blowing from the north-east,2,2,,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,,,10,7.2,4,6,,,,
09.07.2017 11:00,10.2,760.6,764.8,2.7,85,Wind blowing from the south,5,6,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1500-2000,,,6,7.8,,,,,,
09.07.2017 08:00,11.5,757.9,762.1,1,89,Wind blowing from the south,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,11.3,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,300-600,,,6,9.8,5,24,,,,
09.07.2017 05:00,12.1,756.9,761,-0.1,85,Wind blowing from the south-west,3,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20,9.6,,,,,,
09.07.2017 02:00,13.1,757,761.1,0.7,86,Wind blowing from the south-southwest,3,3,,100%.,"Rain, not freezing, intermittent, moderate at time of observation. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,300-600,,,10,10.8,2,6,,,,
08.07.2017 23:00,15,756.3,760.4,0.4,77,Wind blowing from the north-northwest,6,11,,70 – 80%., ,,,,17.7,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,11,,,,,,
08.07.2017 20:00,15.1,755.9,760,,75,Wind blowing from the north,5,10,,70 – 80%., ,,,,17.7,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,10.7,,,,,,
08.07.2017 14:00,16.8,756.7,760.8,-1.2,73,Wind blowing from the north,6,10,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,11.9,,,,,,
08.07.2017 11:00,13.2,757.9,762,0.3,86,Wind blowing from the north-northeast,8,10,,60%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",60%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",9,10.9,,,,,,
08.07.2017 08:00,10.9,757.6,761.8,-0.5,92,Wind blowing from the north-northeast,5,8,,40%., ,,,9.5,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",40%.,200-300,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,9.6,,,,,,
08.07.2017 05:00,11.6,758.1,762.3,-1.1,94,Wind blowing from the north-northwest,4,5,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,50-100,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,10.7,,,,,,
08.07.2017 02:00,12.9,759.2,763.3,,94,Wind blowing from the north-west,7,14,,60%.,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",60%.,,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",,11.9,,,,,,
07.07.2017 23:00,12.9,759.2,763.3,0.1,94,Wind blowing from the north-west,7,7,,60%.,Mist. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",60%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",1,11.9,,,,,,
07.07.2017 20:00,13.4,759.1,763.3,,93,Wind blowing from the north-west,5,6,,40%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,19.1,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",40%.,Less than  50,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",1.5,12.2,,,,,,
07.07.2017 14:00,18.6,759.5,763.6,-1.9,65,Wind blowing from the north-west,8,11,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,11.8,,,,,,
07.07.2017 11:00,15.8,761.4,765.6,0.2,78,Wind blowing from the north,6,8,,"10%  or less, but not 0", ,,,12.2,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,11.9,,,,,,
07.07.2017 08:00,12.3,761.2,765.4,0.4,89,Wind blowing from the north,6,7,,20–30%., ,,,12.2,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",2,10.5,,,,,,
07.07.2017 05:00,14,760.8,764.9,-0.2,83,Wind blowing from the north,5,7,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,11.2,,,,,,
07.07.2017 02:00,14.6,761,765.1,0.1,85,Wind blowing from the north-northwest,4,7,,"90  or more, but not 100%", ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90  or more, but not 100%",300-600,,,15,12,,,,,,
06.07.2017 23:00,12.9,760.9,765.1,0.6,78,Wind blowing from the north,4,4,,70 – 80%., ,,,,25,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,9.2,,,,,,
